"site","Camera","picture","species.name","Nr","Year","Month","Day","Hour.Exact","Comment","camera.brand","Location.1","Logging","Mammal","Easting.y","Northing.y","Site","Active_Log","obsdate","First_Obs","Last.Record_clean","Days","date_time_obs"
"810E","810E",247,"Gray Fox",1,2018,7,27,12,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-07-27,2018-06-27,2018-09-10,75,"2018-07-27 12.00"
"810E","810E",250,"Gray Fox",1,2018,7,29,4.31,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-07-29,2018-06-27,2018-09-10,75,"2018-07-29 4.31"
"810E","810E",253,"Gray Fox",1,2018,7,29,9.34,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-07-29,2018-06-27,2018-09-10,75,"2018-07-29 9.34"
"810E","810E",274,"Gray Fox",1,2018,8,3,2.02,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-03,2018-06-27,2018-09-10,75,"2018-08-03 2.02"
"810E","810E",292,"Gray Fox",1,2018,8,4,3.06,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-04,2018-06-27,2018-09-10,75,"2018-08-04 3.06"
"810E","810E",328,"Gray Fox",1,2018,8,6,22.24,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-06,2018-06-27,2018-09-10,75,"2018-08-06 22.24"
"810E","810E",334,"Gray Fox",1,2018,8,10,10.47,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-10,2018-06-27,2018-09-10,75,"2018-08-10 10.47"
"810E","810E",340,"Gray Fox",1,2018,8,12,9.25,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-12,2018-06-27,2018-09-10,75,"2018-08-12 9.25"
"810E","810E",343,"Gray Fox",1,2018,8,12,10.51,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-12,2018-06-27,2018-09-10,75,"2018-08-12 10.51"
"810E","810E",370,"Gray Fox",1,2018,8,17,22.2,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-17,2018-06-27,2018-09-10,75,"2018-08-17 22.20"
"810E","810E",376,"Gray Fox",1,2018,8,19,11.07,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-19,2018-06-27,2018-09-10,75,"2018-08-19 11.07"
"810E","810E",385,"Gray Fox",1,2018,8,21,8.03,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-21,2018-06-27,2018-09-10,75,"2018-08-21 8.03"
"810E","810E",388,"Gray Fox",1,2018,8,22,4.49,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-22,2018-06-27,2018-09-10,75,"2018-08-22 4.49"
"810E","810E",412,"Gray Fox",1,2018,8,22,10,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-22,2018-06-27,2018-09-10,75,"2018-08-22 10.00"
"810E","810E",433,"Gray Fox",1,2018,8,23,23.22,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-23,2018-06-27,2018-09-10,75,"2018-08-23 23.22"
"810E","810E",460,"Gray Fox",1,2018,8,27,14.26,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-27,2018-06-27,2018-09-10,75,"2018-08-27 14.26"
"810E","810E",469,"Gray Fox",1,2018,8,29,4.2,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-29,2018-06-27,2018-09-10,75,"2018-08-29 4.20"
"810E","810E",475,"Gray Fox",1,2018,8,29,10.11,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-29,2018-06-27,2018-09-10,75,"2018-08-29 10.11"
"810E","810E",478,"Gray Fox",1,2018,8,29,19.01,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-29,2018-06-27,2018-09-10,75,"2018-08-29 19.01"
"810E","810E",508,"Gray Fox",1,2018,9,6,10,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-09-06,2018-06-27,2018-09-10,75,"2018-09-06 10.00"
"810E","810E",520,"Gray Fox",1,2018,9,8,4.46,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-09-08,2018-06-27,2018-09-10,75,"2018-09-08 4.46"
"810E","810E",526,"Gray Fox",1,2018,9,8,13.09,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-09-08,2018-06-27,2018-09-10,75,"2018-09-08 13.09"
"814A","814A",126,"Gray-headed Dove",1,2018,1,28,8.45,"","bushnell","Laguna Seca","no","No",289441,1941086,"Laguna Seca","no",2018-01-28,2018-01-02,2018-03-05,63,"2018-01-28 8.45"
"807A","807A",332,"Gray-headed Dove",1,2018,2,28,7.09,"","bushnell","Yalbac","no","No",292291,1954813,"Yalbac","no",2018-02-28,2018-01-02,2018-03-05,63,"2018-02-28 7.09"
"814A","814A",769,"Gray-headed Dove",1,2018,1,20,14.37,"","bushnell","Laguna Seca","no","No",289441,1941086,"Laguna Seca","no",2018-01-20,2018-01-02,2018-03-05,63,"2018-01-20 14.37"
"813B","813B",38,"Gray-headed Dove",1,2018,3,7,6.2,"","bushnell","Laguna Seca","no","No",288932,1943570,"Laguna Seca","no",2018-03-07,2018-03-05,2018-04-20,46,"2018-03-07 6.20"
"807B","807B",69,"Gray-headed Dove",1,2018,3,10,15.33,"","bushnell","Yalbac","no","No",291485,1956145,"Yalbac","no",2018-03-10,2018-03-05,2018-04-20,46,"2018-03-10 15.33"
"810B","810B",70,"Gray-headed Dove",1,2018,3,6,8.21,"","bushnell","Laguna Seca","no","No",286075,1935996,"Laguna Seca","no",2018-03-06,2018-03-05,2018-04-20,46,"2018-03-06 8.21"
"813B","813B",115,"Gray-headed Dove",1,2018,3,14,16.05,"","bushnell","Laguna Seca","no","No",288932,1943570,"Laguna Seca","no",2018-03-14,2018-03-05,2018-04-20,46,"2018-03-14 16.05"
"813B","813B",169,"Gray-headed Dove",1,2018,3,19,17.4,"","bushnell","Laguna Seca","no","No",288932,1943570,"Laguna Seca","no",2018-03-19,2018-03-05,2018-04-20,46,"2018-03-19 17.40"
"813B","813B",244,"Gray-headed Dove",1,2018,3,28,16.55,"","bushnell","Laguna Seca","no","No",288932,1943570,"Laguna Seca","no",2018-03-28,2018-03-05,2018-04-20,46,"2018-03-28 16.55"
"813B","813B",247,"Gray-headed Dove",1,2018,3,29,6.16,"","bushnell","Laguna Seca","no","No",288932,1943570,"Laguna Seca","no",2018-03-29,2018-03-05,2018-04-20,46,"2018-03-29 6.16"
"813B","813B",298,"Gray-headed Dove",1,2018,4,3,8.18,"","bushnell","Laguna Seca","no","No",288932,1943570,"Laguna Seca","no",2018-04-03,2018-03-05,2018-04-20,46,"2018-04-03 8.18"
"813B","813B",310,"Gray-headed Dove",1,2018,4,6,8.2,"","bushnell","Laguna Seca","no","No",288932,1943570,"Laguna Seca","no",2018-04-06,2018-03-05,2018-04-20,46,"2018-04-06 8.20"
"807B","807B",541,"Gray-headed Dove",1,2018,3,30,7.47,"","bushnell","Yalbac","no","No",291485,1956145,"Yalbac","no",2018-03-30,2018-03-05,2018-04-20,46,"2018-03-30 7.47"
"807B","807B",657,"Gray-headed Dove",1,2018,4,7,10.24,"","bushnell","Yalbac","no","No",291485,1956145,"Yalbac","no",2018-04-07,2018-03-05,2018-04-20,46,"2018-04-07 10.24"
"804C","804C",85,"Gray-headed Dove",1,2018,5,9,7.05,"","bushnell","Yalbac","no","No",288918,1956756,"Yalbac","no",2018-05-09,2018-04-20,2018-05-22,33,"2018-05-09 7.05"
"810C","810C",259,"Gray-headed Dove",1,2018,5,9,7.58,"","bushnell","Laguna Seca","no","No",286074,1935990,"Laguna Seca","no",2018-05-09,2018-04-20,2018-05-22,33,"2018-05-09 7.58"
"807D","807D",82,"Gray-headed Dove",1,2018,6,25,14.08,"","bushnell","Yalbac","no","No",289277,1956284,"Yalbac","no",2018-06-25,2018-05-22,2018-06-25,34,"2018-06-25 14.08"
"812E","812E",232,"Gray-headed Dove",1,2018,7,18,8.51,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-07-18,2018-06-27,2018-11-17,140,"2018-07-18 8.51"
"812E","812E",238,"Gray-headed Dove",1,2018,7,18,8.56,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-07-18,2018-06-27,2018-11-17,140,"2018-07-18 8.56"
"812E","812E",388,"Gray-headed Dove",1,2018,7,27,6.46,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-07-27,2018-06-27,2018-11-17,140,"2018-07-27 6.46"
"812E","812E",430,"Gray-headed Dove",1,2018,7,30,15.48,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-07-30,2018-06-27,2018-11-17,140,"2018-07-30 15.48"
"812E","812E",538,"Gray-headed Dove",1,2018,8,4,7.54,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-08-04,2018-06-27,2018-11-17,140,"2018-08-04 7.54"
"812E","812E",574,"Gray-headed Dove",1,2018,8,12,7.51,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-08-12,2018-06-27,2018-11-17,140,"2018-08-12 7.51"
"812E","812E",634,"Gray-headed Dove",1,2018,8,24,12.43,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-08-24,2018-06-27,2018-11-17,140,"2018-08-24 12.43"
"812E","812E",640,"Gray-headed Dove",1,2018,8,25,7.38,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-08-25,2018-06-27,2018-11-17,140,"2018-08-25 7.38"
"812E","812E",712,"Gray-headed Dove",1,2018,8,31,6.29,"","bushnell","Laguna Seca","no","No",287809,1935980,"Laguna Seca","no",2018-08-31,2018-06-27,2018-11-17,140,"2018-08-31 6.29"
"811G","811G",109,"Gray-headed Dove",1,2018,12,3,7.22,"","bushnell","Laguna Seca","no","No",287914,1943199,"Laguna Seca","no",2018-12-03,2018-11-17,2018-12-10,23,"2018-12-03 7.22"
"803B","803B",383,"Great Black Hawk",1,2018,4,7,13.51,"","bushnell","Yalbac","no","No",289436,1956746,"Yalbac","no",2018-04-07,2018-03-05,2018-04-20,46,"2018-04-07 13.51"
"810E","810E",257,"Great Curassow",1,2018,7,30,16,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-07-30,2018-06-27,2018-09-10,75,"2018-07-30 16.00"
"810E","810E",265,"Great Curassow",1,2018,7,31,17.19,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-07-31,2018-06-27,2018-09-10,75,"2018-07-31 17.19"
"810E","810E",268,"Great Curassow",1,2018,8,2,17.21,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-02,2018-06-27,2018-09-10,75,"2018-08-02 17.21"
"810E","810E",283,"Great Curassow",2,2018,8,3,16.51,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-03,2018-06-27,2018-09-10,75,"2018-08-03 16.51"
"810E","810E",310,"Great Curassow",2,2018,8,5,5.45,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-05,2018-06-27,2018-09-10,75,"2018-08-05 5.45"
"810E","810E",337,"Great Curassow",1,2018,8,11,18.21,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-11,2018-06-27,2018-09-10,75,"2018-08-11 18.21"
"810E","810E",346,"Great Curassow",1,2018,8,13,17.14,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-13,2018-06-27,2018-09-10,75,"2018-08-13 17.14"
"810E","810E",355,"Great Curassow",1,2018,8,14,12.01,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-14,2018-06-27,2018-09-10,75,"2018-08-14 12.01"
"810E","810E",361,"Great Curassow",2,2018,8,16,5.4,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-16,2018-06-27,2018-09-10,75,"2018-08-16 5.40"
"810E","810E",400,"Great Curassow",1,2018,8,22,8.05,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-22,2018-06-27,2018-09-10,75,"2018-08-22 8.05"
"810E","810E",409,"Great Curassow",1,2018,8,22,8.38,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-22,2018-06-27,2018-09-10,75,"2018-08-22 8.38"
"810E","810E",415,"Great Curassow",1,2018,8,23,6.53,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-23,2018-06-27,2018-09-10,75,"2018-08-23 6.53"
"810E","810E",424,"Great Curassow",1,2018,8,23,17.05,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-23,2018-06-27,2018-09-10,75,"2018-08-23 17.05"
"810E","810E",436,"Great Curassow",1,2018,8,24,17.24,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-24,2018-06-27,2018-09-10,75,"2018-08-24 17.24"
"810E","810E",442,"Great Curassow",2,2018,8,25,6.08,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-25,2018-06-27,2018-09-10,75,"2018-08-25 6.08"
"810E","810E",483,"Great Curassow",1,2018,8,30,10.46,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-30,2018-06-27,2018-09-10,75,"2018-08-30 10.46"
"810E","810E",487,"Great Curassow",1,2018,8,30,10.47,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-08-30,2018-06-27,2018-09-10,75,"2018-08-30 10.47"
"810E","810E",502,"Great Curassow",1,2018,9,5,5.54,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-09-05,2018-06-27,2018-09-10,75,"2018-09-05 5.54"
"810E","810E",505,"Great Curassow",1,2018,9,5,11.19,"","bushnell","Laguna Seca","no","No",285378,1935930,"Laguna Seca","no",2018-09-05,2018-06-27,2018-09-10,75,"2018-09-05 11.19"
"803A","803A",11,"Great Curassow",2,2018,1,3,6.22,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-03,2018-01-02,2018-03-05,63,"2018-01-03 6.22"
"812A","812A",19,"Great Curassow",2,2018,1,2,14.23,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-02,2018-01-02,2018-03-05,63,"2018-01-02 14.23"
"803A","803A",26,"Great Curassow",1,2018,1,3,7.43,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-03,2018-01-02,2018-03-05,63,"2018-01-03 7.43"
"803A","803A",41,"Great Curassow",1,2018,1,3,16.57,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-03,2018-01-02,2018-03-05,63,"2018-01-03 16.57"
"803A","803A",44,"Great Curassow",1,2018,1,4,6.13,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-04,2018-01-02,2018-03-05,63,"2018-01-04 6.13"
"812A","812A",49,"Great Curassow",1,2018,1,7,17.03,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-07,2018-01-02,2018-03-05,63,"2018-01-07 17.03"
"812A","812A",52,"Great Curassow",2,2018,1,7,17.35,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-07,2018-01-02,2018-03-05,63,"2018-01-07 17.35"
"803A","803A",59,"Great Curassow",1,2018,1,4,7.06,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-04,2018-01-02,2018-03-05,63,"2018-01-04 7.06"
"812A","812A",61,"Great Curassow",3,2018,1,8,9.37,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-08,2018-01-02,2018-03-05,63,"2018-01-08 9.37"
"803A","803A",65,"Great Curassow",1,2018,1,4,17.41,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-04,2018-01-02,2018-03-05,63,"2018-01-04 17.41"
"812A","812A",70,"Great Curassow",2,2018,1,10,6.11,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-10,2018-01-02,2018-03-05,63,"2018-01-10 6.11"
"803A","803A",74,"Great Curassow",1,2018,1,5,6.31,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-05,2018-01-02,2018-03-05,63,"2018-01-05 6.31"
"812A","812A",79,"Great Curassow",2,2018,1,11,6.23,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-11,2018-01-02,2018-03-05,63,"2018-01-11 6.23"
"803A","803A",80,"Great Curassow",2,2018,1,5,17.31,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-05,2018-01-02,2018-03-05,63,"2018-01-05 17.31"
"812A","812A",100,"Great Curassow",1,2018,1,12,6.54,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-12,2018-01-02,2018-03-05,63,"2018-01-12 6.54"
"803A","803A",104,"Great Curassow",1,2018,1,7,6.44,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-07,2018-01-02,2018-03-05,63,"2018-01-07 6.44"
"803A","803A",107,"Great Curassow",1,2018,1,7,9.2,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-07,2018-01-02,2018-03-05,63,"2018-01-07 9.20"
"804A","804A",121,"Great Curassow",1,2018,1,13,7.51,"","moultrie","Yalbac","no","No",288916,1956673,"Yalbac","no",2018-01-13,2018-01-02,2018-02-02,31,"2018-01-13 7.51"
"812A","812A",121,"Great Curassow",1,2018,1,17,6.51,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-17,2018-01-02,2018-03-05,63,"2018-01-17 6.51"
"803A","803A",122,"Great Curassow",1,2018,1,9,6.46,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-09,2018-01-02,2018-03-05,63,"2018-01-09 6.46"
"812A","812A",124,"Great Curassow",2,2018,1,18,7.22,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-18,2018-01-02,2018-03-05,63,"2018-01-18 7.22"
"803A","803A",125,"Great Curassow",1,2018,1,9,7.18,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-09,2018-01-02,2018-03-05,63,"2018-01-09 7.18"
"812A","812A",133,"Great Curassow",2,2018,1,19,6.21,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-19,2018-01-02,2018-03-05,63,"2018-01-19 6.21"
"814A","814A",137,"Great Curassow",1,2018,1,28,10.43,"","bushnell","Laguna Seca","no","No",289441,1941086,"Laguna Seca","no",2018-01-28,2018-01-02,2018-03-05,63,"2018-01-28 10.43"
"812A","812A",139,"Great Curassow",2,2018,1,19,16.12,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-19,2018-01-02,2018-03-05,63,"2018-01-19 16.12"
"803A","803A",140,"Great Curassow",2,2018,1,10,7.34,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-10,2018-01-02,2018-03-05,63,"2018-01-10 7.34"
"812A","812A",148,"Great Curassow",2,2018,1,20,7.14,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-20,2018-01-02,2018-03-05,63,"2018-01-20 7.14"
"812A","812A",154,"Great Curassow",1,2018,1,20,7.57,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-20,2018-01-02,2018-03-05,63,"2018-01-20 7.57"
"814A","814A",157,"Great Curassow",1,2018,1,8,7.07,"","bushnell","Laguna Seca","no","No",289441,1941086,"Laguna Seca","no",2018-01-08,2018-01-02,2018-03-05,63,"2018-01-08 7.07"
"803A","803A",161,"Great Curassow",2,2018,1,10,14.04,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-10,2018-01-02,2018-03-05,63,"2018-01-10 14.04"
"812A","812A",163,"Great Curassow",1,2018,1,22,10.32,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-22,2018-01-02,2018-03-05,63,"2018-01-22 10.32"
"812A","812A",169,"Great Curassow",2,2018,1,23,7.45,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-23,2018-01-02,2018-03-05,63,"2018-01-23 7.45"
"803A","803A",176,"Great Curassow",2,2018,1,11,6.21,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-11,2018-01-02,2018-03-05,63,"2018-01-11 6.21"
"812A","812A",178,"Great Curassow",2,2018,1,24,7.5,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-24,2018-01-02,2018-03-05,63,"2018-01-24 7.50"
"807A","807A",181,"Great Curassow",1,2018,1,24,6.16,"","bushnell","Yalbac","no","No",292291,1954813,"Yalbac","no",2018-01-24,2018-01-02,2018-03-05,63,"2018-01-24 6.16"
"812A","812A",187,"Great Curassow",1,2018,1,24,14.1,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-24,2018-01-02,2018-03-05,63,"2018-01-24 14.10"
"803A","803A",191,"Great Curassow",1,2018,1,13,7.31,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-13,2018-01-02,2018-03-05,63,"2018-01-13 7.31"
"803A","803A",194,"Great Curassow",1,2018,1,13,12.32,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-13,2018-01-02,2018-03-05,63,"2018-01-13 12.32"
"803A","803A",209,"Great Curassow",1,2018,1,15,7.01,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-15,2018-01-02,2018-03-05,63,"2018-01-15 7.01"
"814A","814A",209,"Great Curassow",1,2018,1,29,13.46,"","bushnell","Laguna Seca","no","No",289441,1941086,"Laguna Seca","no",2018-01-29,2018-01-02,2018-03-05,63,"2018-01-29 13.46"
"812A","812A",214,"Great Curassow",2,2018,1,27,8.05,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-27,2018-01-02,2018-03-05,63,"2018-01-27 8.05"
"803A","803A",218,"Great Curassow",1,2018,1,15,13.02,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-15,2018-01-02,2018-03-05,63,"2018-01-15 13.02"
"803A","803A",221,"Great Curassow",1,2018,1,16,7.06,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-16,2018-01-02,2018-03-05,63,"2018-01-16 7.06"
"812A","812A",226,"Great Curassow",2,2018,1,28,7.39,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-28,2018-01-02,2018-03-05,63,"2018-01-28 7.39"
"804A","804A",237,"Great Curassow",1,2018,2,2,9.57,"","moultrie","Yalbac","no","No",288916,1956673,"Yalbac","no",2018-02-02,2018-01-02,2018-02-02,31,"2018-02-02 9.57"
"803A","803A",242,"Great Curassow",1,2018,1,18,10.44,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-18,2018-01-02,2018-03-05,63,"2018-01-18 10.44"
"803A","803A",245,"Great Curassow",2,2018,1,18,13.26,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-18,2018-01-02,2018-03-05,63,"2018-01-18 13.26"
"812A","812A",247,"Great Curassow",2,2018,1,30,7.55,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-30,2018-01-02,2018-03-05,63,"2018-01-30 7.55"
"812A","812A",259,"Great Curassow",1,2018,1,31,6.33,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-01-31,2018-01-02,2018-03-05,63,"2018-01-31 6.33"
"812A","812A",268,"Great Curassow",2,2018,2,1,8.03,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-02-01,2018-01-02,2018-03-05,63,"2018-02-01 8.03"
"812A","812A",274,"Great Curassow",1,2018,2,1,16.5,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-02-01,2018-01-02,2018-03-05,63,"2018-02-01 16.50"
"803A","803A",275,"Great Curassow",2,2018,1,18,14.38,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-18,2018-01-02,2018-03-05,63,"2018-01-18 14.38"
"807A","807A",281,"Great Curassow",1,2018,2,21,6.5,"","bushnell","Yalbac","no","No",292291,1954813,"Yalbac","no",2018-02-21,2018-01-02,2018-03-05,63,"2018-02-21 6.50"
"812A","812A",283,"Great Curassow",1,2018,2,3,8.28,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-02-03,2018-01-02,2018-03-05,63,"2018-02-03 8.28"
"803A","803A",284,"Great Curassow",2,2018,1,18,17.25,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-18,2018-01-02,2018-03-05,63,"2018-01-18 17.25"
"812A","812A",286,"Great Curassow",2,2018,2,3,9.3,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-02-03,2018-01-02,2018-03-05,63,"2018-02-03 9.30"
"807A","807A",289,"Great Curassow",1,2018,2,21,17.46,"","bushnell","Yalbac","no","No",292291,1954813,"Yalbac","no",2018-02-21,2018-01-02,2018-03-05,63,"2018-02-21 17.46"
