"site","Location","Cam.nr","Series","Picture","Species","Nr","Year","Month","Day","Hour_exact","Hour_BERDS","Comment","Camera.Brand","Easting.1","Northing.1","Mammal","Brand","Date_Place","Date_Remov","obsdate","Last.Record","Days","visit","Notes","Conservati","Active_Log","Logged_in","Hurricane","Fire_Damag","Location_d","Landscape","date_time_obs","First_Obs"
"506E","Yalbac506E",506,"E",52,"White-tailed Deer",1,2015,8,4,14.36,14.5,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-04,2015-09-16,78,37," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-04 14.36",2015-06-29
"501E","Yalbac501e",501,"E",37,"White-tailed Deer",1,2015,8,7,6.51,7,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-07,2015-09-16,78,40," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-07 6.51",2015-06-29
"501E","Yalbac501e",501,"E",43,"White-tailed Deer",1,2015,8,7,16.48,17,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-07,2015-09-16,78,40," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-07 16.48",2015-06-29
"502E","Yalbac502E",502,"E",3436,"White-tailed Deer",1,2015,8,7,13.46,13.5,"male","Moultrie",290847,1955799,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-07,2015-09-16,78,40," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-07 13.46",2015-06-29
"512E","Yalbac512E",512,"E",810,"White-tailed Deer",1,2015,8,7,17.36,17.5,"","ScoutGuard",282178,1935684,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-07,2015-09-16,78,40," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-07 17.36",2015-06-29
"501E","Yalbac501e",501,"E",46,"White-tailed Deer",1,2015,8,8,14.11,14,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-08,2015-09-16,78,41," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-08 14.11",2015-06-29
"507E","Yalbac507E",507,"E",93,"White-tailed Deer",1,2015,8,8,10.24,10.5,"male","Bushnell",283482,1934992,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-08,2015-09-16,78,41," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-08 10.24",2015-06-29
"507E","Yalbac507E",507,"E",103,"White-tailed Deer",1,2015,8,8,10.26,10.5,"female","Bushnell",283482,1934992,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-08,2015-09-16,78,41," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-08 10.26",2015-06-29
"503E","Yalbac503E",503,"E",121,"White-tailed Deer",2,2015,8,9,16.59,17,"","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-09,2015-09-16,78,42," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-08-09 16.59",2015-06-29
"503E","Yalbac503E",503,"E",124,"White-tailed Deer",1,2015,8,9,17.01,17,"male","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-09,2015-09-16,78,42," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-08-09 17.01",2015-06-29
"506E","Yalbac506E",506,"E",75,"White-tailed Deer",1,2015,8,10,13.37,13.5,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-10,2015-09-16,78,43," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-10 13.37",2015-06-29
"509E","Yalbac509E",509,"E",79,"White-tailed Deer",1,2015,8,10,8.44,8.5,"male","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-10,2015-09-16,78,43," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-10 8.44",2015-06-29
"509E","Yalbac509E",509,"E",79,"White-tailed Deer",1,2015,8,10,8.44,8.5,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-10,2015-09-16,78,43," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-10 8.44",2015-06-29
"502E","Yalbac502E",502,"E",3439,"White-tailed Deer",1,2015,8,12,12.52,13,"male","Moultrie",290847,1955799,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-12,2015-09-16,78,45," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-12 12.52",2015-06-29
"504E","Yalbac504E",504,"E",304,"White-tailed Deer",1,2015,8,12,12.28,12.5,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-12,2015-09-16,78,45," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-12 12.28",2015-06-29
"504E","Yalbac504E",504,"E",307,"White-tailed Deer",1,2015,8,12,13.28,13.5,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-12,2015-09-16,78,45," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-12 13.28",2015-06-29
"504E","Yalbac504E",504,"E",310,"White-tailed Deer",1,2015,8,12,17.38,17.5,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-12,2015-09-16,78,45," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-12 17.38",2015-06-29
"509E","Yalbac509E",509,"E",88,"White-tailed Deer",1,2015,8,12,8.45,9,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-12,2015-09-16,78,45," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-12 8.45",2015-06-29
"509E","Yalbac509E",509,"E",91,"White-tailed Deer",1,2015,8,12,9.11,9,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-12,2015-09-16,78,45," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-12 9.11",2015-06-29
"509E","Yalbac509E",509,"E",103,"White-tailed Deer",1,2015,8,12,13.03,13,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-12,2015-09-16,78,45," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-12 13.03",2015-06-29
"509E","Yalbac509E",509,"E",105,"White-tailed Deer",1,2015,8,12,13.03,13,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-12,2015-09-16,78,45," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-12 13.03",2015-06-29
"502E","Yalbac502E",502,"E",3448,"White-tailed Deer",1,2015,8,13,15.14,15,"","Moultrie",290847,1955799,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-13,2015-09-16,78,46," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-13 15.14",2015-06-29
"504E","Yalbac504E",504,"E",314,"White-tailed Deer",1,2015,8,13,6.24,6.5,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-13,2015-09-16,78,46," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-13 6.24",2015-06-29
"504E","Yalbac504E",504,"E",318,"White-tailed Deer",1,2015,8,13,7.2,7.5,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-13,2015-09-16,78,46," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-13 7.20",2015-06-29
"505E","Yalbac505E",505,"E",1,"White-tailed Deer",1,2015,8,13,17.28,17.5,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-13,2015-09-16,78,46," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-13 17.28",2015-06-29
"505E","Yalbac505E",505,"E",1,"White-tailed Deer",1,2015,8,13,5.28,5.5,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-13,2015-09-16,78,46," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-13 5.28",2015-06-29
"506E","Yalbac506E",506,"E",97,"White-tailed Deer",1,2015,8,13,9.52,10,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-13,2015-09-16,78,46," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-13 9.52",2015-06-29
"504E","Yalbac504E",504,"E",328,"White-tailed Deer",1,2015,8,14,4.21,4.5,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-14,2015-09-16,78,47," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-14 4.21",2015-06-29
"510E","Yalbac510E",510,"E",77,"White-tailed Deer",1,2015,8,14,10,10,"","Moultrie",281670,1934730,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-14,2015-09-16,78,47," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-14 10.00",2015-06-29
"501E","Yalbac501e",501,"E",55,"White-tailed Deer",1,2015,8,15,14.01,14,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-15,2015-09-16,78,48," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-15 14.01",2015-06-29
"502E","Yalbac502E",502,"E",3462,"White-tailed Deer",1,2015,8,15,6.43,6.5,"male","Moultrie",290847,1955799,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-15,2015-09-16,78,48," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-15 6.43",2015-06-29
"506E","Yalbac506E",506,"E",106,"White-tailed Deer",1,2015,8,15,7.11,7,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-15,2015-09-16,78,48," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-15 7.11",2015-06-29
"504E","Yalbac504E",504,"E",339,"White-tailed Deer",1,2015,8,16,11.52,12,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-16,2015-09-16,78,49," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-16 11.52",2015-06-29
"505E","Yalbac505E",505,"E",4,"White-tailed Deer",1,2015,8,16,16.41,16.5,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-16,2015-09-16,78,49," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-16 16.41",2015-06-29
"505E","Yalbac505E",505,"E",4,"White-tailed Deer",1,2015,8,16,4.41,4.5,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-16,2015-09-16,78,49," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-16 4.41",2015-06-29
"506E","Yalbac506E",506,"E",119,"White-tailed Deer",1,2015,8,16,12.45,12.5,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-16,2015-09-16,78,49," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-16 12.45",2015-06-29
"501E","Yalbac501e",501,"E",61,"White-tailed Deer",1,2015,8,18,14.21,18,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-18,2015-09-16,78,51," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-18 14.21",2015-06-29
"501E","Yalbac501e",501,"E",64,"White-tailed Deer",1,2015,8,18,19.34,19.5,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-18,2015-09-16,78,51," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-18 19.34",2015-06-29
"502E","Yalbac502E",502,"E",3475,"White-tailed Deer",1,2015,8,19,15.12,15,"male","Moultrie",290847,1955799,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-19,2015-09-16,78,52," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-19 15.12",2015-06-29
"501E","Yalbac501e",501,"E",67,"White-tailed Deer",2,2015,8,20,9.53,10,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-20,2015-09-16,78,53," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-20 9.53",2015-06-29
"510E","Yalbac510E",510,"E",101,"White-tailed Deer",1,2015,8,20,9.47,9.5,"","Moultrie",281670,1934730,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-20,2015-09-16,78,53," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-20 9.47",2015-06-29
"501E","Yalbac501e",501,"E",88,"White-tailed Deer",1,2015,8,21,5.39,5.5,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-21,2015-09-16,78,54," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-21 5.39",2015-06-29
"502E","Yalbac502E",502,"E",3479,"White-tailed Deer",1,2015,8,21,17.13,17,"","Moultrie",290847,1955799,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-21,2015-09-16,78,54," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-21 17.13",2015-06-29
"504E","Yalbac504E",504,"E",416,"White-tailed Deer",1,2015,8,21,10.34,10.5,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-21,2015-09-16,78,54," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-21 10.34",2015-06-29
"504E","Yalbac504E",504,"E",440,"White-tailed Deer",1,2015,8,21,18.01,18,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-21,2015-09-16,78,54," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-21 18.01",2015-06-29
"505E","Yalbac505E",505,"E",7,"White-tailed Deer",1,2015,8,21,7.58,8,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-21,2015-09-16,78,54," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-21 7.58",2015-06-29
"505E","Yalbac505E",505,"E",8,"White-tailed Deer",1,2015,8,21,7.59,8,"male","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-21,2015-09-16,78,54," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-21 7.59",2015-06-29
"510E","Yalbac510E",510,"E",104,"White-tailed Deer",1,2015,8,21,16.45,16.5,"","Moultrie",281670,1934730,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-21,2015-09-16,78,54," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-21 16.45",2015-06-29
"510E","Yalbac510E",510,"E",107,"White-tailed Deer",1,2015,8,21,18.55,19,"","Moultrie",281670,1934730,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-21,2015-09-16,78,54," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-21 18.55",2015-06-29
"503E","Yalbac503E",503,"E",364,"White-tailed Deer",2,2015,8,22,12.29,12.5,"","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-22,2015-09-16,78,55," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-08-22 12.29",2015-06-29
"503E","Yalbac503E",503,"E",366,"White-tailed Deer",1,2015,8,22,12.29,12.5,"","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-22,2015-09-16,78,55," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-08-22 12.29",2015-06-29
"505E","Yalbac505E",505,"E",13,"White-tailed Deer",1,2015,8,22,5.51,6,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-22,2015-09-16,78,55," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-22 5.51",2015-06-29
"505E","Yalbac505E",505,"E",14,"White-tailed Deer",1,2015,8,22,5.51,6,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-22,2015-09-16,78,55," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-22 5.51",2015-06-29
"505E","Yalbac505E",505,"E",16,"White-tailed Deer",1,2015,8,22,7.52,8,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-22,2015-09-16,78,55," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-22 7.52",2015-06-29
"505E","Yalbac505E",505,"E",17,"White-tailed Deer",1,2015,8,22,7.52,8,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-22,2015-09-16,78,55," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-22 7.52",2015-06-29
"505E","Yalbac505E",505,"E",22,"White-tailed Deer",1,2015,8,22,8.15,8.5,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-22,2015-09-16,78,55," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-22 8.15",2015-06-29
"506E","Yalbac506E",506,"E",159,"White-tailed Deer",1,2015,8,22,15.04,15,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-22,2015-09-16,78,55," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-22 15.04",2015-06-29
"501E","Yalbac501e",501,"E",94,"White-tailed Deer",1,2015,8,23,7.43,7.5,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-23,2015-09-16,78,56," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-23 7.43",2015-06-29
"502E","Yalbac502E",502,"E",3482,"White-tailed Deer",1,2015,8,23,6.37,6.5,"male","Moultrie",290847,1955799,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-23,2015-09-16,78,56," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-23 6.37",2015-06-29
"506E","Yalbac506E",506,"E",163,"White-tailed Deer",1,2015,8,23,14.19,14,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-23,2015-09-16,78,56," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-23 14.19",2015-06-29
"506E","Yalbac506E",506,"E",167,"White-tailed Deer",1,2015,8,23,14.53,15,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-23,2015-09-16,78,56," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-23 14.53",2015-06-29
"506E","Yalbac506E",506,"E",172,"White-tailed Deer",1,2015,8,23,16.4,16.5,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-23,2015-09-16,78,56," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-23 16.40",2015-06-29
"512E","Yalbac512E",512,"E",1709,"White-tailed Deer",1,2015,8,23,8.08,8,"","ScoutGuard",282178,1935684,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-23,2015-09-16,78,56," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-23 8.08",2015-06-29
"503E","Yalbac503E",503,"E",439,"White-tailed Deer",1,2015,8,24,19.15,19.5,"","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-24,2015-09-16,78,57," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-08-24 19.15",2015-06-29
"503E","Yalbac503E",503,"E",440,"White-tailed Deer",1,2015,8,24,19.15,19,"","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-24,2015-09-16,78,57," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-08-24 19.15",2015-06-29
"506E","Yalbac506E",506,"E",175,"White-tailed Deer",1,2015,8,24,7.46,7.5,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-24,2015-09-16,78,57," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-24 7.46",2015-06-29
"502E","Yalbac502E",502,"E",3500,"White-tailed Deer",1,2015,8,25,5.51,6,"male","Moultrie",290847,1955799,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-25,2015-09-16,78,58," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-25 5.51",2015-06-29
"504E","Yalbac504E",504,"E",484,"White-tailed Deer",1,2015,8,25,6.28,6.5,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-25,2015-09-16,78,58," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-25 6.28",2015-06-29
"505E","Yalbac505E",505,"E",25,"White-tailed Deer",1,2015,8,25,15.12,15,"male","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-25,2015-09-16,78,58," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-25 15.12",2015-06-29
"505E","Yalbac505E",505,"E",25,"White-tailed Deer",1,2015,8,25,15.12,15,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-25,2015-09-16,78,58," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-25 15.12",2015-06-29
"506E","Yalbac506E",506,"E",183,"White-tailed Deer",1,2015,8,25,5.18,5,"male","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-25,2015-09-16,78,58," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-25 5.18",2015-06-29
"510E","Yalbac510E",510,"E",119,"White-tailed Deer",1,2015,8,25,15.22,15.5,"","Moultrie",281670,1934730,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-25,2015-09-16,78,58," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-25 15.22",2015-06-29
"505E","Yalbac505E",505,"E",28,"White-tailed Deer",1,2015,8,26,17.14,17,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-26,2015-09-16,78,59," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-26 17.14",2015-06-29
"505E","Yalbac505E",505,"E",29,"White-tailed Deer",1,2015,8,26,17.14,17,"male","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-26,2015-09-16,78,59," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-26 17.14",2015-06-29
"506E","Yalbac506E",506,"E",191,"White-tailed Deer",1,2015,8,26,12.05,12,"male","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-26,2015-09-16,78,59," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-26 12.05",2015-06-29
"509E","Yalbac509E",509,"E",124,"White-tailed Deer",1,2015,8,26,9.48,10,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-26,2015-09-16,78,59," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-26 9.48",2015-06-29
"509E","Yalbac509E",509,"E",125,"White-tailed Deer",1,2015,8,26,9.48,9.5,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-26,2015-09-16,78,59," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-26 9.48",2015-06-29
"510E","Yalbac510E",510,"E",124,"White-tailed Deer",1,2015,8,26,9.38,9.5,"male","Moultrie",281670,1934730,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-26,2015-09-16,78,59," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-26 9.38",2015-06-29
"509E","Yalbac509E",509,"E",130,"White-tailed Deer",1,2015,8,27,15.21,15.5,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-27,2015-09-16,78,60," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-27 15.21",2015-06-29
"509E","Yalbac509E",509,"E",131,"White-tailed Deer",1,2015,8,27,15.21,15.5,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-27,2015-09-16,78,60," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-27 15.21",2015-06-29
"501E","Yalbac501e",501,"E",115,"White-tailed Deer",1,2015,8,28,5.49,6,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-28,2015-09-16,78,61," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-28 5.49",2015-06-29
"501E","Yalbac501e",501,"E",118,"White-tailed Deer",1,2015,8,28,9.27,9.5,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-28,2015-09-16,78,61," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-28 9.27",2015-06-29
"501E","Yalbac501e",501,"E",121,"White-tailed Deer",2,2015,8,28,9.51,10,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-28,2015-09-16,78,61," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-28 9.51",2015-06-29
"504E","Yalbac504E",504,"E",534,"White-tailed Deer",1,2015,8,28,10.2,10.5,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-28,2015-09-16,78,61," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-28 10.20",2015-06-29
"509E","Yalbac509E",509,"E",133,"White-tailed Deer",1,2015,8,28,23.47,24,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-28,2015-09-16,78,61," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-28 23.47",2015-06-29
"504E","Yalbac504E",504,"E",541,"White-tailed Deer",1,2015,8,29,7.37,7.5,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-29,2015-09-16,78,62," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-29 7.37",2015-06-29
"509E","Yalbac509E",509,"E",135,"White-tailed Deer",1,2015,8,29,23.47,23.5,"male","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-29,2015-09-16,78,62," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-29 23.47",2015-06-29
"501E","Yalbac501e",501,"E",139,"White-tailed Deer",1,2015,8,30,10.18,10.5,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-30,2015-09-16,78,63," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-30 10.18",2015-06-29
"501E","Yalbac501e",501,"E",142,"White-tailed Deer",2,2015,8,30,14.06,14,"Fighting","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-30,2015-09-16,78,63," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-30 14.06",2015-06-29
"504E","Yalbac504E",504,"E",547,"White-tailed Deer",1,2015,8,30,8.47,9,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-30,2015-09-16,78,63," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-30 8.47",2015-06-29
